age,weight,height,bmi,fitness_level,fitness_level_name,goal,goal_name,category,category_label
62,116.93,153.59,49.57,2,Advanced,2,General Fitness,8,Advanced - General Fitness
63,107.61,188.09,30.42,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
31,49.63,160.44,19.28,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
32,91.69,160.53,35.58,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
59,89.48,168.62,31.47,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
33,93.16,151.54,40.57,2,Advanced,2,General Fitness,8,Advanced - General Fitness
26,92.54,178.45,29.06,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
64,85.16,195.95,22.18,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
61,71.37,153.14,30.43,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
64,107.64,166.35,38.9,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
35,62.04,169.48,21.6,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
39,119.1,150.4,52.65,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
42,53.99,195.58,14.12,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
29,98.28,183.06,29.33,0,Beginner,2,General Fitness,2,Beginner - General Fitness
62,63.66,171.61,21.61,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
57,114.89,164.3,42.56,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
43,82.02,184.83,24.01,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
62,108.15,150.52,47.74,2,Advanced,2,General Fitness,8,Advanced - General Fitness
49,104.7,180.48,32.14,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
62,59.01,175.51,19.16,2,Advanced,2,General Fitness,8,Advanced - General Fitness
39,79.69,163.97,29.64,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
22,89.12,167.17,31.89,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
55,80.58,167.56,28.7,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
23,89.68,198.55,22.75,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
34,112.63,166.43,40.66,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
18,72.45,191.46,19.76,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
25,67.7,180.62,20.75,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
32,89.53,160.4,34.8,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
54,114.95,163.22,43.15,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
33,87.25,155.69,36.0,2,Advanced,2,General Fitness,8,Advanced - General Fitness
62,77.72,152.21,33.55,2,Advanced,2,General Fitness,8,Advanced - General Fitness
63,56.05,184.71,16.43,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
57,61.67,152.67,26.46,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
32,90.95,161.28,34.97,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
19,86.54,186.54,24.87,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
58,107.57,165.44,39.3,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
19,77.46,159.88,30.3,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
31,48.83,197.71,12.49,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
38,105.18,186.83,30.13,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
44,115.86,188.98,32.44,0,Beginner,2,General Fitness,2,Beginner - General Fitness
44,116.03,180.15,35.75,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
54,46.43,185.34,13.52,2,Advanced,2,General Fitness,8,Advanced - General Fitness
20,102.46,153.42,43.53,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
18,55.52,194.33,14.7,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
34,82.72,173.16,27.59,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
35,109.44,170.18,37.79,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
57,83.25,185.95,24.08,2,Advanced,2,General Fitness,8,Advanced - General Fitness
18,53.66,171.9,18.16,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
54,74.46,150.22,33.0,2,Advanced,2,General Fitness,8,Advanced - General Fitness
44,104.94,156.67,42.76,2,Advanced,2,General Fitness,8,Advanced - General Fitness
48,117.6,166.0,42.67,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
59,77.16,187.92,21.85,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
32,115.28,154.37,48.37,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
43,61.42,178.89,19.19,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
54,77.48,195.88,20.19,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
63,111.22,185.4,32.36,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
19,68.51,169.03,23.98,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
18,81.11,152.22,35.0,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
48,75.52,150.55,33.32,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
62,90.91,189.39,25.34,2,Advanced,2,General Fitness,8,Advanced - General Fitness
43,96.6,166.14,35.0,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
56,78.94,194.06,20.96,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
53,108.57,181.48,32.97,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
26,82.95,169.93,28.72,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
21,52.46,191.14,14.36,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
62,67.9,196.28,17.63,2,Advanced,2,General Fitness,8,Advanced - General Fitness
29,84.77,185.2,24.71,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
63,78.47,184.74,22.99,0,Beginner,2,General Fitness,2,Beginner - General Fitness
57,52.52,183.69,15.56,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
37,105.61,156.53,43.1,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
18,83.08,174.79,27.19,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
54,52.42,155.86,21.58,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
56,78.29,174.21,25.8,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
24,76.1,150.89,33.42,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
46,65.05,163.88,24.22,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
57,93.61,168.21,33.08,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
30,110.2,161.88,42.05,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
45,95.41,151.61,41.51,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
27,60.93,192.88,16.38,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
45,119.89,171.65,40.69,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
62,119.1,189.18,33.28,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
32,76.34,163.15,28.68,0,Beginner,2,General Fitness,2,Beginner - General Fitness
48,111.69,183.78,33.07,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
47,102.08,174.13,33.67,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
40,117.61,189.94,32.6,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
58,86.03,152.67,36.91,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
31,79.4,184.85,23.24,0,Beginner,2,General Fitness,2,Beginner - General Fitness
32,70.57,177.18,22.48,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
50,81.63,175.14,26.61,2,Advanced,2,General Fitness,8,Advanced - General Fitness
19,114.83,168.07,40.65,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
20,73.17,157.05,29.67,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
53,98.15,175.36,31.92,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
18,72.59,166.83,26.08,2,Advanced,2,General Fitness,8,Advanced - General Fitness
34,117.86,154.18,49.58,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
49,61.83,167.64,22.0,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
37,100.77,166.95,36.15,0,Beginner,2,General Fitness,2,Beginner - General Fitness
27,50.48,173.11,16.84,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
33,48.23,156.09,19.79,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
56,58.52,186.21,16.88,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
26,87.36,193.05,23.44,0,Beginner,2,General Fitness,2,Beginner - General Fitness
38,76.06,162.68,28.74,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
23,105.63,163.17,39.67,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
61,59.11,194.4,15.64,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
48,78.27,154.35,32.85,2,Advanced,2,General Fitness,8,Advanced - General Fitness
47,56.37,182.36,16.95,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
31,82.16,175.08,26.8,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
56,98.63,181.98,29.78,2,Advanced,2,General Fitness,8,Advanced - General Fitness
31,48.34,189.22,13.5,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
62,69.07,173.98,22.82,0,Beginner,2,General Fitness,2,Beginner - General Fitness
35,56.33,185.04,16.45,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
33,54.69,165.92,19.87,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
44,73.32,189.43,20.43,0,Beginner,2,General Fitness,2,Beginner - General Fitness
39,54.64,154.39,22.92,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
45,62.92,160.33,24.48,0,Beginner,2,General Fitness,2,Beginner - General Fitness
39,103.93,166.07,37.69,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
49,55.47,177.59,17.59,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
53,104.34,180.09,32.17,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
27,102.04,174.28,33.6,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
33,98.68,194.23,26.16,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
29,97.08,188.4,27.35,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
18,118.96,191.06,32.59,2,Advanced,2,General Fitness,8,Advanced - General Fitness
63,65.22,155.01,27.14,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
53,95.88,164.31,35.51,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
36,88.53,153.7,37.48,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
21,77.2,152.72,33.1,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
44,72.89,164.94,26.79,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
58,61.18,152.18,26.42,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
53,107.48,184.41,31.61,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
30,55.84,161.65,21.37,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
51,61.49,165.48,22.45,0,Beginner,2,General Fitness,2,Beginner - General Fitness
51,72.32,154.02,30.49,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
48,82.69,163.56,30.91,0,Beginner,2,General Fitness,2,Beginner - General Fitness
42,53.88,187.8,15.28,0,Beginner,2,General Fitness,2,Beginner - General Fitness
61,100.05,158.66,39.74,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
37,64.58,166.74,23.23,2,Advanced,2,General Fitness,8,Advanced - General Fitness
37,58.48,198.51,14.84,0,Beginner,2,General Fitness,2,Beginner - General Fitness
24,53.0,167.28,18.94,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
51,73.66,179.72,22.8,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
51,59.76,150.79,26.28,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
28,60.46,170.14,20.89,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
51,83.9,188.4,23.64,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
45,82.01,178.61,25.71,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
44,100.88,156.35,41.27,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
51,82.25,170.37,28.34,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
35,78.7,185.43,22.89,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
42,98.55,164.63,36.36,2,Advanced,2,General Fitness,8,Advanced - General Fitness
18,68.29,199.72,17.12,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
39,111.94,153.03,47.8,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
21,47.75,171.47,16.24,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
50,74.95,175.39,24.36,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
64,113.23,175.46,36.78,0,Beginner,2,General Fitness,2,Beginner - General Fitness
60,87.4,162.43,33.12,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
33,94.66,185.33,27.56,2,Advanced,2,General Fitness,8,Advanced - General Fitness
34,83.57,189.92,23.17,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
51,61.59,199.34,15.5,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
22,48.19,158.0,19.3,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
30,87.12,185.74,25.25,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
41,99.91,186.97,28.58,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
62,108.47,183.51,32.21,2,Advanced,2,General Fitness,8,Advanced - General Fitness
20,78.72,187.95,22.28,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
19,54.94,169.75,19.07,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
57,73.01,199.66,18.31,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
46,99.45,152.59,42.71,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
40,115.56,159.7,45.31,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
30,87.73,161.08,33.81,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
44,77.73,189.5,21.65,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
54,54.8,162.11,20.85,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
39,48.16,172.7,16.15,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
59,119.93,191.95,32.55,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
24,89.15,188.92,24.98,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
42,52.33,180.8,16.01,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
32,95.3,199.1,24.04,2,Advanced,2,General Fitness,8,Advanced - General Fitness
52,117.74,196.24,30.58,2,Advanced,2,General Fitness,8,Advanced - General Fitness
49,116.56,195.12,30.62,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
41,84.9,167.84,30.14,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
42,113.3,150.74,49.86,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
50,104.2,156.51,42.54,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
51,97.61,185.82,28.27,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
54,80.09,151.66,34.82,2,Advanced,2,General Fitness,8,Advanced - General Fitness
18,111.48,163.75,41.58,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
58,61.25,158.49,24.39,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
26,53.33,162.19,20.27,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
59,74.85,183.73,22.17,2,Advanced,2,General Fitness,8,Advanced - General Fitness
42,82.44,166.85,29.61,0,Beginner,2,General Fitness,2,Beginner - General Fitness
21,112.18,184.59,32.92,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
41,94.73,176.34,30.46,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
56,116.8,199.78,29.26,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
54,52.64,170.74,18.06,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
28,60.24,195.98,15.68,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
61,53.61,152.4,23.08,2,Advanced,2,General Fitness,8,Advanced - General Fitness
51,100.08,184.31,29.46,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
21,52.68,186.87,15.09,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
31,46.58,173.29,15.51,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
42,87.42,153.87,36.92,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
44,58.92,189.61,16.39,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
48,111.78,195.79,29.16,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
37,106.97,166.7,38.49,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
61,55.21,157.82,22.17,0,Beginner,2,General Fitness,2,Beginner - General Fitness
33,53.82,192.22,14.57,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
22,51.6,185.25,15.04,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
29,117.59,192.36,31.78,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
21,112.36,189.65,31.24,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
27,63.46,183.96,18.75,2,Advanced,2,General Fitness,8,Advanced - General Fitness
42,91.69,157.91,36.77,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
26,113.78,173.39,37.84,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
25,52.75,178.64,16.53,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
45,117.59,186.2,33.92,0,Beginner,2,General Fitness,2,Beginner - General Fitness
21,47.56,184.24,14.01,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
30,75.44,151.56,32.84,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
47,50.3,177.05,16.05,2,Advanced,2,General Fitness,8,Advanced - General Fitness
22,99.0,154.25,41.61,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
64,112.83,176.29,36.3,2,Advanced,2,General Fitness,8,Advanced - General Fitness
30,116.99,166.46,42.22,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
35,110.56,163.17,41.53,0,Beginner,2,General Fitness,2,Beginner - General Fitness
60,113.25,195.78,29.55,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
35,95.68,190.33,26.41,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
20,95.08,151.31,41.53,2,Advanced,2,General Fitness,8,Advanced - General Fitness
39,68.2,175.12,22.24,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
61,85.79,193.84,22.83,2,Advanced,2,General Fitness,8,Advanced - General Fitness
47,86.79,160.34,33.76,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
56,108.33,172.66,36.34,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
49,99.8,199.67,25.03,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
27,57.0,163.89,21.22,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
56,112.44,186.33,32.38,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
63,105.81,171.85,35.83,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
55,88.12,160.62,34.16,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
52,93.51,196.53,24.21,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
29,75.1,178.08,23.68,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
23,79.78,170.75,27.36,2,Advanced,2,General Fitness,8,Advanced - General Fitness
26,75.32,193.77,20.06,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
57,46.8,188.21,13.21,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
24,86.53,167.33,30.9,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
45,92.06,178.31,28.95,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
63,100.91,181.71,30.56,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
59,108.68,180.82,33.24,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
42,70.49,195.0,18.54,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
49,75.51,163.1,28.39,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
25,77.34,184.35,22.76,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
18,77.82,198.41,19.77,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
53,65.06,191.0,17.83,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
62,70.91,187.65,20.14,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
63,102.0,167.45,36.38,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
50,118.05,166.38,42.64,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
60,119.18,183.51,35.39,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
39,65.44,163.71,24.42,0,Beginner,2,General Fitness,2,Beginner - General Fitness
55,71.08,188.14,20.08,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
18,91.16,155.04,37.92,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
29,95.26,158.76,37.8,0,Beginner,2,General Fitness,2,Beginner - General Fitness
22,56.72,197.88,14.49,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
49,96.77,171.17,33.03,2,Advanced,2,General Fitness,8,Advanced - General Fitness
64,95.5,179.81,29.54,0,Beginner,2,General Fitness,2,Beginner - General Fitness
19,50.82,169.58,17.67,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
50,115.99,162.33,44.02,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
53,91.05,193.04,24.43,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
55,72.17,168.25,25.49,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
58,94.83,184.06,27.99,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
18,52.93,163.9,19.71,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
54,50.45,185.71,14.63,0,Beginner,2,General Fitness,2,Beginner - General Fitness
50,106.56,152.95,45.55,0,Beginner,2,General Fitness,2,Beginner - General Fitness
23,115.59,179.44,35.9,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
48,80.96,196.2,21.03,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
62,54.78,188.13,15.48,0,Beginner,2,General Fitness,2,Beginner - General Fitness
40,112.37,179.07,35.04,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
48,64.86,181.07,19.78,2,Advanced,2,General Fitness,8,Advanced - General Fitness
26,81.88,156.39,33.48,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
43,52.62,166.42,19.0,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
42,80.0,155.01,33.29,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
25,80.0,162.85,30.16,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
58,91.12,198.86,23.04,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
42,80.48,198.43,20.44,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
55,84.72,188.11,23.94,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
53,52.13,183.7,15.45,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
23,51.17,180.84,15.65,2,Advanced,2,General Fitness,8,Advanced - General Fitness
20,103.39,188.81,29.0,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
49,97.03,166.13,35.15,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
21,85.01,191.17,23.26,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
32,102.25,154.99,42.57,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
18,57.65,189.56,16.04,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
39,57.57,191.89,15.64,2,Advanced,2,General Fitness,8,Advanced - General Fitness
60,50.85,194.24,13.48,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
28,115.87,182.32,34.86,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
52,61.04,170.89,20.9,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
23,66.93,154.07,28.2,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
60,75.31,181.24,22.93,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
20,118.64,185.1,34.63,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
36,116.58,160.29,45.38,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
32,66.68,173.43,22.17,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
37,69.6,171.14,23.76,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
25,106.51,193.99,28.3,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
54,79.65,150.62,35.11,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
27,45.62,198.5,11.58,0,Beginner,2,General Fitness,2,Beginner - General Fitness
38,55.52,179.37,17.26,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
40,113.4,159.73,44.45,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
64,111.18,197.83,28.41,2,Advanced,2,General Fitness,8,Advanced - General Fitness
45,107.31,170.44,36.94,1,Intermediate,2,General Fitness,5,Intermediate - General Fitness
36,56.26,182.99,16.8,0,Beginner,2,General Fitness,2,Beginner - General Fitness
36,115.9,193.24,31.04,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
49,54.01,150.28,23.91,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
28,109.12,162.63,41.26,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
24,82.25,169.68,28.57,1,Intermediate,1,Muscle Gain,4,Intermediate - Muscle Gain
58,80.8,189.16,22.58,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
37,92.48,152.51,39.76,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
41,105.87,171.03,36.19,2,Advanced,2,General Fitness,8,Advanced - General Fitness
38,108.71,197.57,27.85,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
48,110.14,193.22,29.5,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
38,112.57,165.65,41.02,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
32,81.72,172.81,27.37,0,Beginner,0,Weight Loss,0,Beginner - Weight Loss
18,78.85,197.93,20.13,0,Beginner,1,Muscle Gain,1,Beginner - Muscle Gain
60,54.0,186.9,15.46,0,Beginner,2,General Fitness,2,Beginner - General Fitness
29,90.01,157.81,36.14,2,Advanced,1,Muscle Gain,7,Advanced - Muscle Gain
51,85.37,176.64,27.36,2,Advanced,0,Weight Loss,6,Advanced - Weight Loss
53,59.23,159.34,23.33,1,Intermediate,0,Weight Loss,3,Intermediate - Weight Loss
